,Date,Open,High,Low,Average,Close,Adj Close,Volume
0,2012-01-03 00:00:00,175.88999938964844,179.47999572753906,175.5500030517578,177.51499938964844,179.02999877929688,179.02999877929688,5110800
1,2012-01-04 00:00:00,179.2100067138672,180.5,176.07000732421875,178.28500366210938,177.50999450683594,177.50999450683594,4205200
2,2012-01-05 00:00:00,175.94000244140625,178.25,174.0500030517578,176.1500015258789,177.61000061035156,177.61000061035156,3809100
3,2012-01-06 00:00:00,178.07000732421875,184.64999389648438,177.5,181.0749969482422,182.61000061035156,182.61000061035156,7008400
4,2012-01-09 00:00:00,182.75999450683594,184.3699951171875,177.0,180.68499755859375,178.55999755859375,178.55999755859375,5056900
5,2012-01-10 00:00:00,181.10000610351562,182.39999389648438,177.10000610351562,179.75,179.33999633789062,179.33999633789062,3985800
6,2012-01-11 00:00:00,179.63999938964844,180.77000427246094,178.19000244140625,179.4800033569336,178.89999389648438,178.89999389648438,3102700
7,2012-01-12 00:00:00,179.4199981689453,179.49000549316406,175.75,177.62000274658203,175.92999267578125,175.92999267578125,5385800
8,2012-01-13 00:00:00,175.80999755859375,178.8000030517578,173.5,176.1500015258789,178.4199981689453,178.4199981689453,4753500
9,2012-01-17 00:00:00,180.14999389648438,183.3000030517578,178.50999450683594,180.90499877929688,181.66000366210938,181.66000366210938,5644500
10,2012-01-18 00:00:00,181.94000244140625,190.25,181.1199951171875,185.68499755859375,189.44000244140625,189.44000244140625,7473500
11,2012-01-19 00:00:00,190.8800048828125,195.94000244140625,190.36000061035156,193.1500015258789,194.4499969482422,194.4499969482422,7096000
12,2012-01-20 00:00:00,190.7100067138672,192.89999389648438,189.0399932861328,190.9699935913086,190.92999267578125,190.92999267578125,5610300
13,2012-01-23 00:00:00,190.7899932861328,191.72999572753906,185.22999572753906,188.47999572753906,186.08999633789062,186.08999633789062,4585300
14,2012-01-24 00:00:00,185.0,188.41000366210938,183.82000732421875,186.11500549316406,187.0,187.0,4673800
15,2012-01-25 00:00:00,186.99000549316406,188.1699981689453,184.61000061035156,186.38999938964844,187.8000030517578,187.8000030517578,4306400
16,2012-01-26 00:00:00,189.3000030517578,194.85000610351562,188.72999572753906,191.79000091552734,193.32000732421875,193.32000732421875,5873600
17,2012-01-27 00:00:00,193.08999633789062,196.5,192.3300018310547,194.41500091552734,195.3699951171875,195.3699951171875,4659000
18,2012-01-30 00:00:00,193.67999267578125,195.0,190.1300048828125,192.56500244140625,192.14999389648438,192.14999389648438,5424100
19,2012-01-31 00:00:00,194.0,195.6300048828125,189.6999969482422,192.66500091552734,194.44000244140625,194.44000244140625,12772200
20,2012-02-01 00:00:00,173.80999755859375,179.9499969482422,172.0,175.9749984741211,179.4600067138672,179.4600067138672,21336600
21,2012-02-02 00:00:00,179.64999389648438,181.94000244140625,176.8000030517578,179.37000274658203,181.72000122070312,181.72000122070312,8736300
22,2012-02-03 00:00:00,182.8300018310547,187.89999389648438,181.88999938964844,184.8949966430664,187.67999267578125,187.67999267578125,8120500
23,2012-02-06 00:00:00,186.27999877929688,186.55999755859375,182.9199981689453,184.73999786376953,183.13999938964844,183.13999938964844,5310000
24,2012-02-07 00:00:00,182.64999389648438,184.94000244140625,182.05999755859375,183.5,184.19000244140625,184.19000244140625,5103900
25,2012-02-08 00:00:00,184.9499969482422,186.49000549316406,182.91000366210938,184.70000457763672,185.47999572753906,185.47999572753906,5476600
26,2012-02-09 00:00:00,184.5,185.69000244140625,181.75999450683594,183.7249984741211,184.97999572753906,184.97999572753906,7189200
27,2012-02-10 00:00:00,183.4199981689453,187.6300048828125,182.52000427246094,185.07500457763672,185.5399932861328,185.5399932861328,5797100
28,2012-02-13 00:00:00,187.1699981689453,192.5,185.67999267578125,189.08999633789062,191.58999633789062,191.58999633789062,6071400
29,2012-02-14 00:00:00,191.0800018310547,193.57000732421875,186.10000610351562,189.8350067138672,191.3000030517578,191.3000030517578,9527100
30,2012-02-15 00:00:00,191.2899932861328,191.5399932861328,183.25999450683594,187.39999389648438,184.47000122070312,184.47000122070312,7794400
31,2012-02-16 00:00:00,177.7899932861328,181.67999267578125,175.13999938964844,178.40999603271484,179.92999267578125,179.92999267578125,12563800
32,2012-02-17 00:00:00,180.08999633789062,183.41000366210938,179.36000061035156,181.38500213623047,182.5,182.5,7418100
33,2012-02-21 00:00:00,182.64999389648438,184.75,180.5800018310547,182.66500091552734,182.25999450683594,182.25999450683594,6756500
34,2012-02-22 00:00:00,181.9499969482422,182.99000549316406,180.2899932861328,181.63999938964844,180.5800018310547,180.5800018310547,5785400
