,Date,Open,High,Low,Average,Close,Adj Close,Volume
0,2012-01-03 00:00:00,326.7967834472656,334.409423828125,326.5115051269531,330.46046447753906,333.03802490234375,333.03802490234375,7345647
1,2012-01-04 00:00:00,332.84783935546875,335.46044921875,330.6406555175781,333.05055236816406,334.4744873046875,334.4744873046875,5722272
2,2012-01-05 00:00:00,331.3963928222656,332.31732177734375,328.4434509277344,330.38038635253906,329.8348388671875,329.8348388671875,6559234
3,2012-01-06 00:00:00,329.9049072265625,330.330322265625,325.22021484375,327.7752685546875,325.3353271484375,325.3353271484375,5380414
4,2012-01-09 00:00:00,323.5735778808594,323.8238220214844,310.9259338378906,317.3748779296875,311.5415344238281,311.5415344238281,11633555
5,2012-01-10 00:00:00,315.190185546875,317.21722412109375,308.7637634277344,312.99049377441406,311.88189697265625,311.88189697265625,8782409
6,2012-01-11 00:00:00,312.06207275390625,315.010009765625,310.8708801269531,312.94044494628906,313.2933044433594,313.2933044433594,4795200
7,2012-01-12 00:00:00,315.9259338378906,316.7617492675781,313.5635681152344,315.16265869140625,315.1351318359375,315.1351318359375,3746650
8,2012-01-13 00:00:00,313.4434509277344,313.7887878417969,310.8408508300781,312.3148193359375,312.80780029296875,312.80780029296875,4609985
9,2012-01-17 00:00:00,316.3063049316406,316.3063049316406,313.1531677246094,314.729736328125,314.6046142578125,314.6046142578125,3814781
10,2012-01-18 00:00:00,313.6286315917969,317.31732177734375,311.3713684082031,314.34434509277344,316.7717590332031,316.7717590332031,5517877
11,2012-01-19 00:00:00,320.8158264160156,320.8158264160156,316.0460510253906,318.4309387207031,320.1051025390625,320.1051025390625,12597989
12,2012-01-20 00:00:00,295.560546875,295.7958068847656,291.1411437988281,293.4684753417969,293.2882995605469,293.2882995605469,21131447
13,2012-01-23 00:00:00,293.2933044433594,294.6246337890625,291.87188720703125,293.2482604980469,293.05303955078125,293.05303955078125,6818974
14,2012-01-24 00:00:00,293.4534606933594,294.1341247558594,289.2892761230469,291.7117004394531,290.7557678222656,290.7557678222656,6105488
15,2012-01-25 00:00:00,289.0440368652344,289.6446533203125,283.4734802246094,286.55906677246094,285.030029296875,285.030029296875,9965425
16,2012-01-26 00:00:00,286.2762756347656,287.52752685546875,282.55755615234375,285.04254150390625,284.3343200683594,284.3343200683594,6445948
17,2012-01-27 00:00:00,285.6756896972656,290.450439453125,284.949951171875,287.7001953125,290.2802734375,290.2802734375,7227765
18,2012-01-30 00:00:00,289.3143005371094,290.290283203125,286.98699951171875,288.6386413574219,289.1341247558594,289.1341247558594,4656339
19,2012-01-31 00:00:00,291.7917785644531,292.29229736328125,287.86285400390625,290.07757568359375,290.3453369140625,290.3453369140625,4280515
20,2012-02-01 00:00:00,292.76275634765625,293.04302978515625,289.85986328125,291.4514465332031,290.7057189941406,290.7057189941406,4636759
21,2012-02-02 00:00:00,292.72772216796875,293.4985046386719,291.3313293457031,292.4149169921875,292.84783935546875,292.84783935546875,4824571
22,2012-02-03 00:00:00,295.6256408691406,298.8338317871094,294.3193054199219,296.5765686035156,298.4634704589844,298.4634704589844,6330663
23,2012-02-06 00:00:00,297.80279541015625,305.7207336425781,297.30230712890625,301.5115203857422,304.849853515625,304.849853515625,7351841
24,2012-02-07 00:00:00,303.8788757324219,305.0,302.18218994140625,303.5910949707031,303.6886901855469,303.6886901855469,4180016
25,2012-02-08 00:00:00,304.6246337890625,305.9809875488281,302.67266845703125,304.3268280029297,305.230224609375,305.230224609375,3669127
26,2012-02-09 00:00:00,306.3163146972656,307.55755615234375,304.8048095703125,306.1811828613281,306.0360412597656,306.0360412597656,4524871
27,2012-02-10 00:00:00,304.2442321777344,304.3693542480469,302.30230712890625,303.33583068847656,303.2582702636719,303.2582702636719,4645750
28,2012-02-13 00:00:00,305.5555419921875,307.22723388671875,305.3153076171875,306.2712707519531,306.4064025878906,306.4064025878906,3628967
29,2012-02-14 00:00:00,306.0760803222656,306.3063049316406,302.68267822265625,304.49449157714844,305.1851806640625,305.1851806640625,3603793
30,2012-02-15 00:00:00,306.7717590332031,306.7717590332031,301.5815734863281,304.1766662597656,303.08306884765625,303.08306884765625,4846948
31,2012-02-16 00:00:00,301.7117004394531,304.709716796875,299.1641540527344,301.9369354248047,303.5635681152344,303.5635681152344,5056738
32,2012-02-17 00:00:00,302.78778076171875,304.1191101074219,301.5014953613281,302.810302734375,302.62261962890625,302.62261962890625,4893302
33,2012-02-21 00:00:00,302.23724365234375,309.2492370605469,301.7417297363281,305.4954833984375,307.30731201171875,307.30731201171875,4956638
34,2012-02-22 00:00:00,306.2862854003906,308.6986999511719,303.6586608886719,306.1786804199219,304.2742614746094,304.2742614746094,3930066
35,2012-02-23 00:00:00,303.8038024902344,304.2742614746094,300.4754638671875,302.37486267089844,303.3583679199219,303.3583679199219,4105890
36,2012-02-24 00:00:00,303.9789733886719,306.1311340332031,303.05804443359375,304.59458923339844,305.2552490234375,305.2552490234375,3867329
